0.000000   1.01399e-17  -3.53371e-17  -7.34257e-17  -9.17586e-17  -8.99584e-17  -9.89335e-17
1.000000   1.20835e-05   1.08551e-05   6.47074e-06   1.94307e-06  -8.57156e-06  -2.38392e-05
2.000000   5.04013e-05   3.34909e-05   1.00782e-05  -1.15076e-05  -3.91887e-05  -8.34443e-05
3.000000   9.17175e-05   5.86123e-05   1.51446e-05  -2.51992e-05  -6.90134e-05  -1.41178e-04
4.000000   1.69816e-04   1.22446e-04   6.08819e-05   3.11828e-06  -5.45629e-05  -1.50856e-04
5.000000   3.39671e-04   2.80134e-04   2.02850e-04   1.29749e-04   6.03865e-05  -5.62360e-05
6.000000   3.78128e-04   3.07558e-04   2.16503e-04   1.30081e-04   5.10806e-05  -8.26329e-05
7.000000   4.07607e-04   3.28204e-04   2.25733e-04   1.28098e-04   4.10962e-05  -1.06535e-04
8.000000   3.89557e-04   3.02823e-04   1.90845e-04   8.38761e-05  -9.69606e-06  -1.68659e-04
9.000000   3.55784e-04   2.62965e-04   1.43091e-04   2.83465e-05  -7.06741e-05  -2.38947e-04
10.000000   3.10303e-04   2.12171e-04   8.56485e-05  -3.55443e-05  -1.39001e-04  -3.14857e-04
11.000000   1.83161e-04   7.70422e-05  -5.68944e-05  -1.84111e-04  -2.91109e-04  -4.73644e-04
12.000000   1.25488e-04   1.06408e-04   1.50335e-05  -1.02586e-04  -2.18795e-04  -3.96410e-04
13.000000   4.65735e-04   8.41452e-04   9.62737e-04   9.05287e-04   7.49114e-04   6.04803e-04
14.000000   2.28595e-04   1.22014e-03   1.63286e-03   1.57645e-03   1.28435e-03   1.12989e-03
15.000000   1.14472e-04   2.05204e-03   2.79042e-03   2.55501e-03   1.92776e-03   1.63479e-03
16.000000   1.74567e-03   4.71112e-03   5.57406e-03   4.84861e-03   3.59343e-03   2.86735e-03
17.000000   1.89907e-03   6.48960e-03   7.58944e-03   6.08141e-03   3.77432e-03   2.18240e-03
